ID	CREATED TIME	AGENT	CAT	SUJECT	CONTENT	
159	2017-12-11T18:14:39.000+01:00	CLIE	Compte bancaire	situation comptes	bonjour mr XXXXXXX, je vous tiens au courant concernant notre situation, nous faisons notre possible pour la regulariser au plus vite. XXXXXX de son cote a rentre beaucoup de chantier pour la fin et le debut de l'XXXXe, reste a produire suffisamment vite. de mon cote, j'ai repris fin novembre a la XXXuille sur loguivy, mais j'ai arrete car je n'avais pas confiance en mon employeur. je n'ai pas eu de contrat de travail et il ne m'a pas paye ma part de peche qu'il m'avait indique lors de notre premier entretien. j'ai prefere arreter plutot que de me faire exploiter. j'ai trouve un autre embarquement pour le mois de janvier a l'essai sur un chalutier au large. sinon, j'ai prevenu les differents organismes qui nous prelevent, que nous aurons des difficultes pour le mois de decembre et janvier. est-il possible de differer les prelevements des prets, de ne pas avoir de frais de rejet et d'avoir un remboursement des frais du mois de novembre et decembre? je vous remercie. concernant la vente du terrain de mes parents, je dois recevoir NN NNN€ fin janvier, debut fevrier. le depot du permis de construire des acquereurs a ete depose fin novembre.je vous ai joins la promesse de vente. n'hesitez pas a me contacter. j'ai appris que vous alliez a lannion, si nous ne nous voyons pas d'ici la, je vous souhaite de joyeuses fetes de fin d'XXXXe et bonne continuation dans votre nouvelle agence. en vous remerciant pour les services que vous nous avez rendu. cordialement. XXXXXXX XXXXXXX.	est-il possible de differer les prelevements des prets, de ne pas avoir de frais de rejet et d'avoir un remboursement des frais du mois de novembre et decembre?
160	2017-12-26T13:09:38.000+01:00	CLIE	Demande de chequier	adresse	bonjour, je souhaitais commander un chequier en ligne et editer un rib, mais mon adresse postale, sur le rib edite, est toujours au NN boulevard rene laennec NNNNN rennes. je me demande si le chequier arrivera bien a ma nouvelle adresse au N allee adele de bretagne NNNNN rennes. je vous redonne, en piece jointe, un justificatif de domicile. merci. XXXXXXX	 je me demande si le chequier arrivera bien a ma nouvelle adresse au N allee adele de bretagne NNNNN rennes. J
161	2017-12-01T10:49:42.000+01:00	CLIE	Renseignement	re : re: re : re: information reglementaire.	ok XXXXXX, NN.NN tuesday is good for me. thank you & see you then. 	
162	2017-12-22T13:18:22.000+01:00	CLIE	Rendez-vous	transfer money, savings to cheque account	hello XXXXXX, i would like a rendez-vous with you for after the noel period please. i would like to transXXX money from my savings to my cheque account. to be able to pay all my other accounts' edf, orange internet,taxes & others. i would like all my debts to be in one place with cmb. thank you again XXXXXX. mr. XXXXX poullaouen.	
162	2017-12-23T00:46:09.000+01:00	CLIE	Rendez-vous	re : re: transfer money, savings to cheque account	thank you XXXXXX, i would like a rendezvous. next week at any time that is good for you. thank you. mr. XXXXX. 	
162	2017-12-26T13:13:47.000+01:00	CLIE	Rendez-vous	re : re: re : re: transfer money, savings to cheque account	hello XXXXXX, thursday NN at NN hours is good for me. thank you.	
163	2017-12-02T07:38:14.000+01:00	CLIE	Demande de document, Assurance	demande document	bonjour pouvez vous me donner un releve d’informations de notre assurance automobile? merci. cordialement XXXXXX XXXXX	
164	2017-12-13T22:52:13.000+01:00	CLIE	Téléphone, Ouverture d’une compte épargne	rdv tel	madame j’ai appele la caisse la semaine derniere pour vous joindre a propos d’un courriel que je vous ai envoye pour l’ouverture d’un plan epargne retraite et pour un complement d’ emprunt a ce jour je n’ai pas de nouvelles de votre part pourriez vous me recontacter tres rapidement avec mes remerciements l XXXXXX	pourriez vous me recontacter tres rapidement avec mes remerciements
165	2017-12-11T12:55:08.000+01:00	CLIE	Changement d’adresse, Prêt, Crédit,	changement adresse postale + demande de pret	monsieur, je tiens a vous informer qu'a partir du NN decembre je n'habite plus au N route de vernou NNNNN valence-en-brie mais je serai au N avenue georges pompidou NNNNN melun donc veuillez changer l'adresse de mes courriers et chequiers en consequence merci. je reviens egalement vers vous pour savoir si il est possible d'envisager un pret pour rembourser la sommes non paye suite a la vente de ma maison situe au N route de vernou sur la commune de valence-en-brie comme je vous l'es explique je n'aurais plus aucun credit sauf rembourse le pret a la banque du credit foncier la somme exact je ne l'ai pas mais se sera environ NN NNN euros donc que me proposez vous?a quel taux?et sur combien d'annees? etant en procedure de divorce de madame XXXXXX cardot XXXXXXXXX j'aimerais que cela se fasse au plus vite et que vous me proposiez quelques chose d'interressant. nous signons le compromis de vente le NN decembre NNNN devant le notaire. contactez moi par mail ou par telephone rapidement que je puisse rembourse mon credit. veuillez agreer, monsieur, l'expression de mes sinceres salutations distinguees. monsieur XXXXXX XXXXXXX tel : NN NN NN NN NN	
165	2017-12-12T19:26:35.000+01:00	CLIE	Changement d’adresse, Document	changement adresse postale + demande de pret	monsieur, mon loyer est de NNN euros je vous joins mes deux derniers avis d'imposition. et pour ma nouvelle adresse je vous joins mon contrat assurance habitation. j'attends de vos nouvelle rapidement. bonne soiree. monsieur XXXXXX XXXXXXX	
166	2017-12-21T13:51:50.000+01:00	CLIE	Prêt, Crédit	demande de pret	monsieur, je vous ai deja envoye un precedent mail vous demandant de m'etablir une offre de pret pour rembourse le pret de ma maison qui s'eleve a environ NNNNN.NN euros mais cette sommes est a nos N noms ma femme (mme XXXXXX cardot XXXXXXXXX) et donc moi mr XXXXXX XXXXXXX. cette somme est donc divise en deux et moi je demande un pret deCONTRACT_NUMBERsur une duree si possible de NNans car je ne pourrais pas monter trop haut en remboursement. je suis actuellement en procedure de divorce, donc je dois egalement payer NNNN euros d'avocat pour le moment. donc ma demande est : que pouvez vous me proposer pour un empreint de NNNNN euros (quel taux?) j'ai NN jours pour transmettre cette somme a ma banque de pret actuel (le credit foncier). faites moi parvenir en urgence par courrier (N avenue georges pompidou NNNNN melun) votre proposition ou bien par mail (MAIL). cela doit me parvenir tres rapidement. je sais que nous sommes en periode de fetes mais je dois avoir une reponse demain ou debut de semaine prochaine. veuillez agreer, monsieur, l'expression de mes sinceres salutation distinguees. monsieur XXXXXX XXXXXXX N avenue georges pompidou NNNNN melun tel : NN NN NN NN NN	
167	2017-12-21T13:57:54.000+01:00	CLIE	Virement, Plafond de virement	virement	bonjour, je souhaite effectuer des virements sur le compte de XXXXXXXXXX XXXXXXXXX et le compte indivi de corinne et david XXXXXXXXX (cmb plouay) mais il semblerait que je depasse les plafonds journaliers! pourriez-vous me contacter au PHONEafin que je puisse realiser ces virements au plus vite? merci XXXXXX XXXXXXXXX	
167	2017-12-22T10:21:53.000+01:00	CLIE	Virement	re : re: virement	bonjour, le virement pour XXXXXXXXXX est de N NNN€ et celui pour corinne est de N NNN€ soit un total de NNNN euros. je souhaiterai faire ces virements ce jour, est-ce possible? je vous souhaite de bonnes fetes de fin d'XXXXe sinceres salutations XXXXXX XXXXXXXXX	
168	2017-12-06T15:58:43.000+01:00	CLIE	Virement	re : reglement contrat suravenir	pour le monent on laisse l'argent en place pour le rachat de la maison a plouay, un virement sera fait au notaire rabaste a lanester courant janvier. le compte indivision servira ensuite a regle les depenses associer a cette propriete. 	
169	2017-12-15T10:45:10.000+01:00	CLIE	Carte bancaire	cb	bonjour madame a quel moment mon mari peut recuperer mes nouvelles cartes bancaires j' ai recu les codes cordialement mme XXXXXX	
171	2017-12-11T09:24:29.000+01:00	CLIE	Carte bancaire	re : re: nouvelle carte bancaire	bonjour pour info a aujourd'hui je n'ai pas encore recu la nouvelle cb cordialement as	
172	2017-12-20T17:13:03.000+01:00	CLIE	Carte bancaire	activation nouvelle carte	bonjour pour info la nouvelle carte est arrivee. j'attends son activation cordialement	
174	2017-12-22T13:42:02.000+01:00	CLIE	Demande de document	demande de document	bonjour merci de me faire parvenir un releve d'information. cordialement	
175	2017-12-20T22:19:29.000+01:00	CLIE	Renseignement	re: re: pret conso	bonjour merci pour votre reponse je pense qu'il y a un probleme sur le site je viens d'avoir votre mail que ce soir cordialement XXXXXX XXX	
176	2017-12-04T20:44:04.000+01:00	CLIE	Virement	demande de virement	bonsoir,pouvez vous faire un virement a mr yves texier la boita a bois de NNNN,NN e ,merci cordialement	
177	2017-12-19T09:35:55.000+01:00	CLIE	Carte bancaire	numero carte virtualiste	bonjour je ne trouve pas le numero de carte virtualiste pour le paiement de NNN€NN	
178	2017-12-16T19:07:36.000+01:00	CLIE	Carte bancaire, carte virtualiste	numero de carte virtualiste	bonjour suite a reglement par virtualiste NNN€.NN pourriez me donne le numero de la carte afin de pouvoir effectue le retrait des billets. e.XXXXXXXX	
179	2017-12-19T09:41:37.000+01:00	CLIE	Carte virtualiste	virtualiste	desoler de vous avoir derange j ai trouver le numero a bientot	
180	2017-12-05T15:18:25.000+01:00	CLIE	Prêt, document	re : re: offre de pret	bonjour, je vous renvoie le document des reception desole pour l'oubli. l'argent arrivera dans N jours sur le compte? merci cordialement madame le XXXXX. 	
181	2017-12-08T14:16:25.000+01:00	CLIE	Virement, Plafond de virement	demande a mon conseille pour virement	bonjour, monsieur XXXXXXX serait il possible de m'augmenter la somme journaliere de virement a NNNN euros pour effectuer le virement a la banque de mon mari pour le remboursement anticipe de notre dette. merci de votre comprehension madame le XXXXX. cordialement	
182	2017-12-17T15:29:06.000+01:00	CLIE	Prélèvement, compte chèque	information du pret	bonjour, comme convenu pouvez vous changer le prelevement du pret sur le compte cheque N. est ce que cela est normal que le prelevement a ete NNN euros au lieu de NNN convenu sur le tableau d’amortissement? cordialement madame le XXXXX.	
183	2017-12-18T22:26:04.000+01:00	CLIE	Carte bemix, carte bancaire	carte bemix pour mon fils yanis	bonsoir m. XXXXXXX, je souhaiterais offrir une carte bemix a mon fils XXXXX (NN/NN/NNNN)avec un premier versement de NNN euros afin qu'il s'habitue progresser a ce moyen de paiement et a gerer son argent. - de quels documents avez-vous besoin en plus de ceux de mon dossier (vous avez deja une copie des cartes d'identite et livret de famille) ? - quel eXX le delai pour l'obtenir ? - puis-je l'alimenter par simple virement ? - y a -t -il un plafond de depot ? - mon fils peut-il recuperer cette carte directement a l'agence de bedee ? par avance, je vous remercie pour ces precisions bien cordialement mme XXXXX	
183	2017-12-20T20:08:17.000+01:00	CLIE	Livret	re : re: carte bemix pour mon fils yanis	monsieur XXXXXXX, je vous remercie pour votre reponse. en pj, voici toutes les pages du livret de famille. je vous remercie de bien vouloir valider la commande de la carte et d'indiquer lorsqu'elle sera presente a l'agence de bedee. bien cordialement mme XXXXX	
183	2017-12-22T17:38:24.000+01:00	CLIE	Carte bancaire, renseigment	re: carte bemix pour mon fils yanis	bonjour m. XXXXXXX, je vous remercie de bien vouloir transmettre la carte a l'agence de bedee. symboliquement, je prefere que mon fils XXXXX vienne la retirer en agence plutot que de la recevoir par courrier. je suppose que la carte sera prete pour la fin de semaine prochaine. bien cordialement mme XXXXX	
184	2017-12-12T11:38:55.000+01:00	CLIE	Prélèvement	prelevement sepa interentreprises	bonjour mr castec, je vous fait parvenir un mandat de prelevement pour regler ma cotisation fonciere des entreprises NNNN (NNNeuros). si soucis n'hesitez pas a me le dire. excellente journee a vous. cordialement. XXXXXXX XXXXXX	
184	2017-12-14T16:36:52.000+01:00	CLIE	Remerciement	re : re: prelevement sepa interentreprises	merci a vous. excellente fin de journee. cordialement. XXXXXXX XXXXXX	
185	2017-12-10T13:51:34.000+01:00	CLIE	Compte bancaire	echeance appart hors d'air	bonjour, il me reste environ NN NNN euros sur mes N prets (vous allez etre plus precis que moi..), pourriez vous me les transferer sur mon compte pour payer mon echeance du mois de decembre. comme cela reste insuffisant je souhaiterais debloquer mon pel afin de pouvoir payer le reste de l'echeance. cordialement XXXXXX XXXXXXXX	
186	2017-12-26T10:13:07.000+01:00	CLIE	Prêt	apport pret	bonjour, pour l'apport je n'aurai finalement pas besoin d'utiliser l'argent de mon pel car le pere noel m'a fait un beau cadeau! et du coup, je me demandais a quel moment dois-je fournir cet apport ? joyeuses fetes cordialement XXXXXXX XXXXX	
188	2017-12-01T18:37:54.000+01:00	CLIE	Assurance, Prêt	re : re: re: dossier credit immobilier	bonjour, merci beaucoup ! avez-vous eu des nouvelles pour l'assurance du pret par le courtier ? manque-t-il encore quelque chose ? cordialement XXXXXXX XXXXX	
190	2017-12-02T19:34:12.000+01:00	CLIE	Prélèvement, 	remisesprive.fr	bonjour, j’ai eu la surprise de decouvrir un prelevement de NN,NN€ en date du NN et preleve le NN. je ne comprends pas ce retrait. j’etais en mer a ces dates et sans connexion internet. peut-il s’agir d’un piratage ou d’une arnaque ? cordialement. m. XXXXXX.	
190	2017-12-16T09:52:21.000+01:00	CLIE	Prélèvement, Carte virtualiste	re: re: remisesprive.fr	bonjour madame le XXXXXX, merci pour votre reponse rapide au sujet de ce prelevement douteux. desole de ma repondre tardive, j’etais en deplacement. il s’agit effectivement d’une operation liee a une commande de pneus en ligne. c’est une arnaque bien montee ou il faut savoir lire entre les lignes. je suis tombe dans le pXXXXau, c’est le jeu.... en revanche je ne comprends pas comment cet organisme peut prelever un montant depassant le plafond de la carte virtualis ? cordialement.	
190	2017-12-20T08:13:27.000+01:00	CLIE	Prélèvement, Carte virtualiste	re: re: remisesprive.fr	bonjour madame le XXXXXX, merci pour votre reponse rapide au sujet de ce prelevement douteux. desole de ma repondre tardive, j’etais en deplacement. il s’agit effectivement d’une operation liee a une commande de pneus en ligne. c’est une arnaque bien montee ou il faut savoir lire entre les lignes. je suis tombe dans le pXXXXau, c’est le jeu.... en revanche je ne comprends pas comment cet organisme peut prelever un montant depassant le plafond de la carte virtualis ? cordialement.	
191	2017-12-26T21:51:29.000+01:00	CLIE	Prêt, Téléphone	re: cmb - dossier ddNNNNNNNN_NNNNNNNN	bonsoir mme XXXXX, normalement la signature electronique de mon pret a bien ete enregistree. eventuellement rappelez moi demain s'il y a lieu. bien cordialement jfXXXXX	
193	2017-12-15T19:24:58.000+01:00	CLIE	Déblocage, Prêt	deblocage	bonjour, ci-joint une facture a debloquer pour le pret belz. bien cordialement.	
194	2017-12-27T16:27:02.000+01:00	CLIE	Facture, Prêt	re : deblocage pret	bonjour, ci-joint N factures pour le pret. cordialement. le XXXXXXXX a.	
194	2017-12-27T17:10:08.000+01:00	CLIE	Facture, Prêt	re : re: re : deblocage pret	bonjour ci-joint une autre facture pour le pret. je vous souhaite egalement de tres belles fetes de fin d'XXXXe cordialement le XXXXXXXX a.	
195	2017-12-10T07:43:40.000+01:00	CLIE	Changement d’adresse	adresse	bonjour si vous avez du courrier a m'envoyer : MAIL ou messagerie du cmb adresse postale : NN impasse de la republique NNNNN pontivy	
196	2017-12-03T09:38:51.000+01:00	CLIE	Compte chèque	tenue de comptes	bonjour je viens de voir que je dois N,NN€ pour tenue de compte. de quel compte s'agit-il? mon compte cheques pourtant. merci de me preciser a quoi ca correspond. cordialement	
196	2017-12-10T07:41:48.000+01:00	CLIE	Compte chèque	re : re: tenue de comptes	bonjour, faudra-t-il que je fasse cette demande chaque XXXXe? et a quoi correspondent les frais de retour de courrier puisque je n'ai plus de compte-cheque? sans compter des agios que je vais avoir. je ne souhaite pas avoir de frais supplementaires pour un simple placement d'argent au cmb. cordialement. 	
196	2017-12-12T18:13:14.000+01:00	CLIE	Frais, remboursement	re : re: re : re: tenue de comptes	bonsoir, je vous remercie d'avoir effectue la deXXXXhe de remboursement des frais de tenue de comptes pour cette XXXXe. cordialement.	
197	2017-12-20T09:18:08.000+01:00	CLIE	Prévi -options, Immobilier, Plafond de compte	rcahat partiel previ option avant le NN/NN/NN	bonjour mr gasdoue, comme echange lors de notre dernier entretien en septembre dernier, nous souhaiterions faire un rachat partiel sur nos contrats previ options pour beneficier de l'abattement de NNNN€ en NNNN, puis en NNNN dans la mesure ou nous avons un projet immobilier qui devrait aboutir debut NNNN et que nous allons liquider les fonds. merci de me confirmer avant la fin de la semaine le montant a racheter pour atteindre ce plafond sachant que nous avons opere un rachat de NNNNN.NN€ brut dont NNNN.NN€ d'interets en septembre. dans l'attente, cordialement. mme XXXXXXXXX NNNNNNNNNN	
197	2017-12-21T10:23:54.000+01:00	CLIE	Prévi-options, document, Fonds de compte	re : re: rcahat partiel previ option avant le NN/NN/NN	bonjour, merci pour ces elements. je vous confirme donc par la presente ma demande de rachat partiel de NNNNN€ sur mon contrat previ-option avant le NN/NN/NNNN. j'ai bien note que vous me transmettriez le document a signer par courrier. avez-vous une solution de placement temporaire (quelques semaines) pour ces fonds a nous proposer ? cordialement mme XXXXXXXXX 	
197	2017-12-21T16:55:48.000+01:00	CLIE	Livret, document	re : re: re : re: rcahat partiel previ option avant le NN/NN/NN	"monsieur, je vous confirme notre accord pour regrouper les sommes (livrets fidelite et rachat partiel previ-option de decembre) sur ce nouveau support ""grand livret"" (N seul au nom de mr et mme). merci de bien vouloir faire le necessaire. pour info, nous partons en conges demain, je vous retournerai les documents signes des notre retour debut NNNN. cordialement. mme XXXXXXXXX"	
198	2017-12-13T13:34:19.000+01:00	CLIE	Facteur, Chèque	re : chequier	bonjour mme XXXXXXXXX, j'etais absent lorsque le facteur est passe. mes parents doivent partir en guyane vendredi. je souhaiterais qu'ils puissent prendre le chequier en question pour me le remettre en main propre. pouvez-vous me confirmer qu'ils peuvent passer a la banque pour retirer mon chequier avant leur depart pour la guyane ? en vous remerciant par avance, cordialement XXXXXX le XXXXXXXXXX	
198	2017-12-14T21:39:30.000+01:00	CLIE	Remerciement	re : re: re : chequier	merci	
200	2017-12-15T17:41:39.000+01:00	CLIE	Compte bancaire	releve de banque courrier	bonjour mr XXXXXXXXXX je ne souhaite plus recevoir les releves de compte par courrier, pouvez vous arreter cette option. merci d avance. XXXXXX XXXXXXXX.	
200	2017-12-18T20:07:20.000+01:00	CLIE	Remerciement	re: re: releve de banque courrier	merci et bonnes fetes de fin d annee. XXXXXX XXXXXXXX.	
201	2017-12-16T12:02:42.000+01:00	CLIE	Assurance	re : devis assurance transporter	bonjour, je valide le devis pour l'assurance du caravelle. il faudrait qu'elle debute mardi prochain (NN decembre).	
202	2017-12-13T10:53:11.000+01:00	CLIE	Demande de document, Assurance	ajout conducteur sur assurance auto	bonjour, je souhaiterais ajouter mon conjoint en tant que conducteur pour mon assurance auto. pourriez-vous me preciser quels documents vous sont necessaires? merci par avance g. XXXXXXX	
202	2017-12-14T11:50:51.000+01:00	CLIE	Document	re : re: ajout conducteur sur assurance auto	ci-joint sa carte d'identite	
203	2017-12-15T12:28:57.000+01:00	CLIE	Document	permis de conduire rolland	comme demande	
204	2017-12-28T15:25:03.000+01:00	CLIE	Carte bancaire	carte bancaire	bonjour madame, je souhaiterais changer ma carte bancaire actuelle par une gold mastercard. est-ce possible et pouvez-vous me donner la difference de prix. merci d'avance. bien cordialement. XXXXXXX XXXXXXXXX	
205	2017-12-13T12:18:18.000+01:00	CLIE	Prélèvement	explication prelevement	bonjour, pouvez vous me dire a quoi correspond le prelevement sepa du N decembre de NN€ car j ai cherche mais je ne vois pas qui est cet organisme ? par avance je vous remercie pour votre retour cordialement XXXXXX XXXXXX	
205	2017-12-13T16:31:44.000+01:00	CLIE	Demande d’explication dePrélèvement	re: re: explication prelevement	merci beaucoup pour votre retour. non je n ai jamais souscrit a ce type de pret, je vais regarder de plus pret car a l exception d un achat ou N sur internet je n ai rien souscrit. cordialement	
206	2017-12-18T22:35:29.000+01:00	CLIE	Virement	virement dgfip	bonsoir, pouvez vous me confirmer que le virement a bien ete effectue ? cdlt	
207	2017-12-01T18:03:45.000+01:00	CLIE	Document	re : re: votre demande du service etalis	bonjour, la signature a l'air d'avoir fonctionne. concernant le justificatif de domicile, vous en trouverez un en pj. cordialement, XXXXXXX XXXXXX	
209	2017-12-14T11:26:40.000+01:00	CLIE	Assurance	devis assurance scooter	"bonjour avez vous fait le devis d'assurance pour le scooter? pouvez vous nous l'envoyer par mail svp a ""MAIL "" merci bonne journee cordialement mme XXXXX"	
209	2017-12-14T11:26:42.000+01:00	CLIE	Assurance	devis assurance scooter	"bonjour avez vous fait le devis d'assurance pour le scooter? pouvez vous nous l'envoyer par mail svp a ""MAIL "" merci bonne journee cordialement mme XXXXX"	
209	2017-12-14T13:34:00.000+01:00	CLIE	Assurance	devis assurance scooter	"bonjour avez vous fait le devis d'assurance pour le scooter? pouvez vous nous l'envoyer par mail svp a ""MAIL "" merci bonne journee cordialement mme XXXXX"	
210	2017-12-04T10:20:11.000+01:00	CLIE	Virement, Rendez-vous, Procuration	achat voiture	bonjour, comme je vous ai dit nous avons l'acte definitif de notre maison le NN decembre a NNh. le notaire nous fera un virement de NNNNNN eur sur notre compte. nous avons reserver un vehicule dont la livraison est prevu le NN decembre en apres midi. je viens d'appeler le notaire il fait le virement le jour meme voir le lendemain donc on aura l'argent sous NN a NNh heure cela depend des banques qui m'a dit. donc peut on prendre rdv le mardi NN decembre pour avoir un cheque de banque ou virement le plus rapide pour que peugeot ai cela le NN decembre et nous ferons egalement le virement avec vous des prets immobilier ainsi que vos N prets credit mutuel. par contre faut il qu'on soit la tous les deux car mon mari sera au travail ou il me fait procuration. merci de votre comprehension un rdv entre Nh et NN h le mardi NN decembre. merci beaucoup cordialement mme XXXXX PHONE(vous pouvez m'appeler le matin avant NNh) merci	
211	2017-12-15T10:33:37.000+01:00	CLIE	Plafond de virement, Plafond de compte	plafond	bonjour mr XXXXXXXXX pouvez vous augmentez le plafond de virement pour NN h car j'aimerais faire le virement pour la voiture de NN NNN eur plus un virement de NNNN eur a ma mere qu'lle nous avais preter. merci cordialement nouveau numero de fixe a modifier PHONEmerci mme XXXXX	
212	2017-12-12T12:09:05.000+01:00	CLIE	Prélèvement, Assurance, Document	prelevement et devis assurance scooter	bonjour pouvez vous faire les prelevements d'hier car on a NNN eur qui arrive vendredi ainsi qu'un remboursement de veolia de NNN euros en cours et argent de maison fin de semaine. pouvez nous faire un devis pour une assurance de scooter peugot kisbee Nt je vous adresse ci joint la carte grise que nous voulons assurer a partir de samedi si on a l'argent samedi. merci cordialement mme XXXXX XXXXXXX	
212	2017-12-12T16:00:26.000+01:00	CLIE	Demande d’information	re: re: prelevement et devis assurance scooter	monsieur XXXXX XXXXXX qui le conduira le scooter merci	
213	2017-12-17T11:34:34.000+01:00	CLIE	Demande d’information, Assurance habitation	reiliation habitation retiers	bonjour pouvez vous transmettre l'attestation pour resilier l'assurance habitation de la maison a retiers ,merci . cordialement mme XXXXX	
214	2017-12-20T20:17:14.000+01:00	CLIE	Demande de document, Assurance	resiliation voiture laguna	bonjour, pouvez vous transmettre aux assurances pour resilier l'assurance auto pour la laguna. merci cordialement mme XXXXX	
215	2017-12-08T07:39:34.000+01:00	CLIE	Remboursement, Carte bancaire	numero virtualis	bonjour monsieur XXXXXX j'ai regle une commande avec un numero virtualis. un fournisseur doit me faire un remboursement et me dit qu'il utilisera ce numero de carte. comme il s'agit d'un numero ephemere est ce que cela pose probleme ? je vous remercie de votre reponse bien cordialement madame le XXXX	
215	2017-12-08T11:05:49.000+01:00	CLIE	Remerciement	re: re: numero virtualis	merci beaucoup de votre reponse et si l'on ne se rencontre pas les semaines a venir, je vous souhaite de tres bonnes fetes de fin d'XXXXe.	
216	2017-12-12T11:36:41.000+01:00	CLIE	Renseignement	divers renseignements	bonjour je prends connaissance du message relative a la fiscalite des pel a compter du Ner janvier, pouvez vous m indiquer en quoi un pel serait interessant pour moi. quelle duree de blocage quel rendement et quelle obligation de versement sur le pel. j ai potentiellement un projet d achat de terrain de loisir (type terrain agricole) le pel est il un outil interessant pour ce type de projet? (a court ou moyen terme)? par ailleurs je vous avais adresse un message il y a quelques temps concernant notte emprunt habitation en vous indiquant notre souhait de renegocier ce dernier. je souhaiterai que vous nous fassiez une proposition ecrite (nous ne souhaitons pas de rdv pour le moment). vous remerciant par avance de votre retour. cordialement v XXXXXX	
217	2017-12-29T10:29:30.000+01:00	CLIE	Chèque, Compte de chèque	remise de cheques	bonjour, le NN/NN/NNNN, j'ai fais une remise de N cheques sur mon compte (N de NNN € et l'autre de NNN € soit NNN € au total. dans la foulee, j'ai fais une remise de N cheques (NN+NN €) sur le compte de ma fille XXXXX pour un total de NN €. ces sommes ne sont pas encore sur les comptes. j'espere qu'elles seront prises en compte sur l'arrete au NN/NN/NNNN. dans l'attente de vous lire. bien cordialement. ng	
218	2017-12-28T11:26:05.000+01:00	CLIE	Frais de commission, Prélèvement, Virement	re : re: compte courant	bonjour, comme convenu avec justine gourves, je reviens vers vous parce que j'ai eu des frais de commission d'un montant de N euros. le NN novembre, les prelevements de cheques et mon virement se sont croises le meme jour. cordialement mlle XXXXXXX XXXXXXXX	
219	2017-12-10T21:11:05.000+01:00	CLIE	Prélèvement	especes	bonsoir, j'ai remis au gab NNN€ samedi en debut d'apres-midi. merci de faire passer les prelevements vu que l'argent sur mon compte du coup que mercredi. merci d'avance. cordialement mlle XXXXXXX XXXXXXXX	
222	2017-12-09T13:14:02.000+01:00	CLIE	Rendez-vous	assurance	mr XXXXXX, je vous demanderez de bien vouloir me fixer un rdv afin d’etudier plus finement la proposition que vous me faite .cela du a mes probleme physique deja present. bonne fetes de fin d’XXXXe, bien cordialement mr XXXXXXXX e.	
223	2017-12-09T08:19:53.000+01:00	CLIE	Demande de document	re : re: re decouvert autorise	mr XXXXXX, je me permets de revenir vers vous car je n'ai toujours pas recu les documents cites lors de notre dernier echange. bien cordialement, mr XXXXXXXX	
224	2017-12-06T19:15:53.000+01:00	CLIE	Document, Dossier mutuelle	dossier mutuelle s.baczynski	bonsoir madame le XXXX, voici les derniers documents concernant mon inscription au rsi et mon dernier decompte cpam du debut NNNN. je n'arrive pas a demeler le fait que je affilie a une caisse ou une autre, mais je percois une pension cnracl et cela suffit a prouver mon rattachement a la cpam. des que possible, je joindrai la cpam pour confirmation. bien a vous. XXXXXXXX XXXXXXXXX	
225	2017-12-13T16:49:47.000+01:00	CLIE	Entretien, Prévi horizons, document	perp	bonjour, pour faire suite a notre entretien, je vous confirme ma demande de versement de NNNNN € sur le perp previ horizons, repartis de meme qu'en NNNN, soit NN% fonds en euros et NN% sci capimmo. merci bien cordialement g. XXXXX	
225	2017-12-14T14:23:17.000+01:00	CLIE	Document	re : re: perp	bonjour, en pj, le document signe bien cordialement g. XXXXX	
227	2017-12-15T10:30:36.000+01:00	CLIE	Renseignement	changement de situation	bonjour je viens a vous pour vous prevenir que j ai signer un cdi lundi dernier a laita even enfin ouffff aussi j'aurai aimer transfere un peut d argent pour mon frere en algerie ce mois si il m'a envoyer son rib il est dans une banque bea donc c est pour savoir les demarches a suivre ps mon sans contact sur ma carte bancaire marche plus merci cordialement pour le salaire en faite c est entre NNNN et NNNN net on se qui concerne mon cdi	
227	2017-12-15T12:26:58.000+01:00	CLIE	Remerciement	re: re: changement de situation	merci cordialement	
229	2017-12-06T23:11:34.000+01:00	CLIE	Prêt, Crédit	credit conso	bonjour, vous m aviez parle d une possibilite de pret. pourriez vous m indiquer les modalites pour un pret d environ NNNN€, pour des depenses imprevues a venir.... en vous remerciant par avance. cordialement mme le XXXXXX	
229	2017-12-13T17:09:49.000+01:00	CLIE	Rendez-vous	re : re: credit conso	bonjour, je reviens vers vous pour savoir a quel moment je pouvais passer pour la signature du pret. en vous remerciant mme le XXXXXX 	
230	2017-12-19T10:26:03.000+01:00	CLIE	Virement, document	demande virement	"bonjour, j'ai achete un vehicule aux encheres, il faut cependant leur realiser le virement pour recuperer le vehicule. je vous transmet en piece jointe les coordonees bancaire du groupe afin de leur verser la somme manquante: NNNN€ , il faut preciser lors du virement qu'il s'agit du "" lot NNN, vente du NN/NN/NNNN "" , il faudra donc sur les NN NNN€ du credit rembourser par anticipation NNNN€. bonne reception cordialement XXXXXXX XXXXXXXX"	
